"r_i","Xmean_i","Ymean_i","varX_i","varY_i","n_i"
0.862948927262691,3.5,3.5,3.18181818181818,4.27272727272727,12
0.630172899526707,9.1,8.5,2.76666666666667,4.72222222222222,10
0.506010120211111,4.41666666666667,6.75,9.53787878787879,13.1136363636364,12
